,name,singer,link,comments_num
1671,Taki Taki,DJ Snake / Selena Gomez / Ozuna / Cardi B,https://music.163.com/song?id=1313308133,8290
1672,Smoke and Fire,Cuebrick / Karra,https://music.163.com/song?id=473571249,8289
1673,부드러운,J_ust,https://music.163.com/song?id=441566368,8284
1674,Talk,Kodaline,https://music.163.com/song?id=26505369,8281
1675,Across the Uneeverse,My-Q,https://music.163.com/song?id=32945000,8277
1676,What's Up Suckaz,TJR,https://music.163.com/song?id=27492533,8273
1677,Hole In the Wall,Moses Gunn Collective,https://music.163.com/song?id=34200497,8263
1678,Steady Me,Hollyn / Aaron Cole,https://music.163.com/song?id=507795651,8259
1679,Lost Boy,Ruth B.,https://music.163.com/song?id=31563654,8251
1680,Psycho,Post Malone / Ty Dolla $ign,https://music.163.com/song?id=540596309,8251
1681,Supermassive Black Hole,Muse,https://music.163.com/song?id=5042914,8248
1682,PHiRE,YOOK!E / Abrax Phaeton,https://music.163.com/song?id=36307119,8246
1683,"Good Morning, Beautiful",Luke McMaster,https://music.163.com/song?id=26372969,8242
1684,Miracle,The Score,https://music.163.com/song?id=471411254,8241
1685,It Ain't Me,Alex Goot / Megan Nicole,https://music.163.com/song?id=468490458,8239
1686,Congratulations,Post Malone / Quavo,https://music.163.com/song?id=439076170,8236
1687,When it's all over,Marc May / SuzanaJ,https://music.163.com/song?id=469272852,8233
1688,I WANT LOVE OR DEATH,W/,https://music.163.com/song?id=863138646,8232
1689,Shut up and Dance,Walk The Moon,https://music.163.com/song?id=29382788,8230
1690,Take Me To Infinity (Extended Mix),Consoul Trainin,https://music.163.com/song?id=431853270,8229
1691,The Hardest Thing,Julia Sheer,https://music.163.com/song?id=2868909,8225
1692,CoCo,O.T. Genasis,https://music.163.com/song?id=29779445,8214
1693,Should I,Phoebe Ryan,https://music.163.com/song?id=515223490,8198
1694,Rude,MAGIC!,https://music.163.com/song?id=28524618,8189
1695,Better With You,Austin Mahone,https://music.163.com/song?id=449824945,8187
1696,Colors,Halsey,https://music.163.com/song?id=34144937,8186
1697,Take Control,Kodaline,https://music.163.com/song?id=28259367,8185
1698,anxiety,blackbear / FRND,https://music.163.com/song?id=520556369,8177
1699,In My Life,John Lennon,https://music.163.com/song?id=1476058,8167
1700,Little Panda Bear,Kimya Dawson,https://music.163.com/song?id=2871745,8165
1701,Go **** Yourself,Two Feet,https://music.163.com/song?id=421563408,8163
1702,Please Don't Go (Tschax Remix),TSCHAX / Joel Adams,https://music.163.com/song?id=466794276,8162
1703,かわいいひと,CHAI,https://music.163.com/song?id=523035967,8160
1704,Walking Away,Unspoken,https://music.163.com/song?id=29431217,8152
1705,Never Over,BEAUZ / Michi,https://music.163.com/song?id=509135896,8149
1706,Crazy For You,Hedley,https://music.163.com/song?id=27955597,8146
1707,Try Try Try,Jason Mraz,https://music.163.com/song?id=1474821,8145
1708,Dessert,Dawin,https://music.163.com/song?id=31273679,8136
1709,Lo Que Siento,cuco,https://music.163.com/song?id=481876542,8130
1710,The Deeper Level,Jodymoon,https://music.163.com/song?id=34578212,8129
1711,Take Me,Will Sparks / Gloria Kim,https://music.163.com/song?id=493551130,8127
1712,Dream Land Days,Kirby's Dream Band,https://music.163.com/song?id=27518583,8120
1713,Dirty Water,Marc E. Bassy,https://music.163.com/song?id=423997607,8116
1714,Somebody Like You,To Be Frank,https://music.163.com/song?id=28497537,8114
1715,Finessed Your Bitch,ACOT / Young Plvg,https://music.163.com/song?id=425137053,8109
1716,Letting Go,Jo De La Rosa,https://music.163.com/song?id=18708516,8098
1717,Grind Me Down (Jawster Remix),Jawster / Lilianna Wilde,https://music.163.com/song?id=493646263,8090
1718,Runaways,Sam Feldt / Teemu / Deepend,https://music.163.com/song?id=427542140,8082
1719,Solo Dance,Martin Jensen,https://music.163.com/song?id=490637275,8074
1720,pretty woman,Roy Orbison,https://music.163.com/song?id=22080575,8072
1721,"Tag, you're it",Melanie Martinez,https://music.163.com/song?id=33937205,8065
1722,Only Love,Trademark,https://music.163.com/song?id=2006865,8062
1723,Der letzte Mohikaner,Leo Rojas,https://music.163.com/song?id=16313119,8058
1724,17,Sky Ferreira,https://music.163.com/song?id=37092865,8055
1725,Vintage,Allie X,https://music.163.com/song?id=469104844,8038
1726,Jocelyn Flores,XXXTENTACION,https://music.163.com/song?id=501214189,8035
1727,For You To Be Here,Tom Rosenthal,https://music.163.com/song?id=425684930,8033
1728,Ring My Bells,Enrique Iglesias,https://music.163.com/song?id=17579310,8032
1729,New Rules,Dua Lipa,https://music.163.com/song?id=481535731,8028
1730,Extreme Ways (Bourne's Legacy),James Newton Howard,https://music.163.com/song?id=1501333,8026
1731,Heathens (DISTO Remix),DISTO / twenty one pilots,https://music.163.com/song?id=424262559,8022
1732,One Match,Sarah Harmer,https://music.163.com/song?id=19094999,8012
1733,I’m So Sorry,Imagine Dragons,https://music.163.com/song?id=30621332,8010
1734,Shell Shocked,Juicy J / Kill The Noise / Ty Dolla $ign / Wiz Khalifa / Madsonik,https://music.163.com/song?id=28832363,8008
1735,Hold Me,R3hab,https://music.163.com/song?id=490182904,7998
1736,Say You Won't Let Go,James Arthur,https://music.163.com/song?id=429528027,7996
1737,Future,Transviolet,https://music.163.com/song?id=428599678,7995
1738,Breathe (Original Mix),EMBRZ,https://music.163.com/song?id=413812817,7992
1739,Hero,Mariah Carey,https://music.163.com/song?id=3027393,7988
1740,Wish You Were Here,Avril Lavigne,https://music.163.com/song?id=16432043,7976
1741,Mask Off,Future,https://music.163.com/song?id=460043667,7974
1742,Way Down We Go,Kaleo,https://music.163.com/song?id=34045604,7970
1743,Chill Bill,Rob $tone / J. Davi$ / Spooks,https://music.163.com/song?id=422790145,7969
1744,Keeping Your Head Up,Birdy,https://music.163.com/song?id=40915152,7954
1745,16 Hours,Higher Brothers,https://music.163.com/song?id=1331885289,7948
1746,Lose it (Nubbz Remix),Nubbz / Oh Wonder,https://music.163.com/song?id=34324472,7945
1747,French Kiss,Jealousy,https://music.163.com/song?id=33987414,7938
1748,Lock Me Up,The Cab,https://music.163.com/song?id=28464997,7937
1749,l e t d o w n,"ａｎｔｈｅｍ / nothing,nowhere.",https://music.163.com/song?id=443875554,7936
1750,Visions,Vief / Maidden,https://music.163.com/song?id=33933137,7932
1751,Like I Do,David Guetta / Martin Garrix / Brooks,https://music.163.com/song?id=540253253,7928
1752,Forever Drunk,Miss Li,https://music.163.com/song?id=3155137,7909
1753,Don't Touch,Dan Farber,https://music.163.com/song?id=37091400,7897
1754,Night Time,The fin.,https://music.163.com/song?id=29775865,7893
1755,Love,Finding Hope,https://music.163.com/song?id=515452369,7891
1756,Plain Jane,A$AP Ferg,https://music.163.com/song?id=484732227,7885
1757,Spinning Over You,Reyko,https://music.163.com/song?id=466089093,7881
1758,Happier,Ed Sheeran,https://music.163.com/song?id=460043705,7881
1759,Sober,Cheat Codes / Nicky Romero,https://music.163.com/song?id=493285618,7880
1760,Shots & Squats,Vigiland / Tham Sway,https://music.163.com/song?id=33789036,7875
1761,Prologue,John Williams,https://music.163.com/song?id=1486430,7874
1762,Moving On,Marshmello,https://music.163.com/song?id=476323553,7871
1763,Flames,David Guetta / Sia,https://music.163.com/song?id=545947179,7866
1764,Bring Back the Summer (feat. OLY),Rain Man / OLY,https://music.163.com/song?id=405566130,7860
1765,Shut Eye,Stealing Sheep,https://music.163.com/song?id=19183595,7860
1766,Samsara（Cover：Tungevaag & Raaban）,Cydian,https://music.163.com/song?id=474565960,7857
1767,Feel Something,Anevo / Kayla Diamond,https://music.163.com/song?id=445144934,7852
1768,Moments (Original Mix),Alex Skrindo,https://music.163.com/song?id=32408202,7851
1769,Again (Skyvoice Cover/Remix),Skyvoice / Shigatsu wa Kimi no Uso,https://music.163.com/song?id=31452186,7835
1770,Reverie,Isaac Gracie,https://music.163.com/song?id=463183367,7828
1771,Time Decides,Trent Dabbs,https://music.163.com/song?id=27946702,7827
1772,Holdin' On (Skrillex & Nero Remix),Monsta,https://music.163.com/song?id=29498741,7820
1773,I Don't Want to Lose Your Love,Bobby Caldwell,https://music.163.com/song?id=2207048,7815
1774,Call You Mine,Geologic Of The Blue Scholars / Jeff Bernat,https://music.163.com/song?id=1611000,7797
1775,Back to You,Selena Gomez,https://music.163.com/song?id=557584451,7795
1776,Show You Off,Stevie Hoang,https://music.163.com/song?id=1940486,7790
1777,All I See (Kicks N Licks Remix),Kicks N Licks / Laura Brehm / Draper,https://music.163.com/song?id=421160521,7786
1778,Colors (Sam Feldt Radio Edit),Sam Feldt / Halsey,https://music.163.com/song?id=409031195,7782
1779,Arco-Iris,ABSOLUTE CASTAWAY,https://music.163.com/song?id=687292,7780
1780,Dark Side,Bishop Briggs,https://music.163.com/song?id=471754946,7774
1781,Flowers,Pop Up!,https://music.163.com/song?id=413834087,7773
1782,Love Me,Justin Bieber,https://music.163.com/song?id=18637919,7771
1783,Live The Night (Extended Mix),W&W / Hardwell / Lil Jon,https://music.163.com/song?id=419646988,7767
1784,Never Give Up,Sia / Greg Kurstin,https://music.163.com/song?id=441489075,7766
1785,All Falls Down,J.Fla,https://music.163.com/song?id=518895684,7738
1786,Children Of A Miracle,Don Diablo / Marnik,https://music.163.com/song?id=466122582,7734
1787,Calminha ( Produção Dj Cleber Mix ),Edy Lemond,https://music.163.com/song?id=28854408,7733
1788,Stranger Things,Kygo / OneRepublic,https://music.163.com/song?id=515947224,7725
1789,Party Up,DMX,https://music.163.com/song?id=26991916,7725
1790,조으다 완전 조으다,Hari,https://music.163.com/song?id=36872591,7720
1791,Can't Feel My Face,The Weeknd,https://music.163.com/song?id=32507839,7712
1792,Crazy,Daniela Andrade,https://music.163.com/song?id=28847994,7712
1793,"Zou Bisou, Bisou",Jessica Paré,https://music.163.com/song?id=2870420,7707
1794,Glad You Came,The Wanted,https://music.163.com/song?id=19567918,7706
1795,Pray For Me,The Weeknd / Kendrick Lamar,https://music.163.com/song?id=534952158,7702
1796,How Long Will I Love You,Jon Boden / Sam Sweeney,https://music.163.com/song?id=27810022,7697
1797,Fall In Love,Ramzi,https://music.163.com/song?id=1884993,7697
1798,Ghost (Lost Kings Remix),Halsey,https://music.163.com/song?id=31245090,7690
1799,Fried Rice (ft. Onra),G-Eazy,https://music.163.com/song?id=27222019,7687
1800,Born Ready,Zayde Wølf,https://music.163.com/song?id=438981337,7686
1801,Skin,Sixx: A.M.,https://music.163.com/song?id=19167243,7684
1802,Six Feet Under (Ninski x Mickey Valen remix),Ninski / Billie Eilish / Mickey Valen,https://music.163.com/song?id=435289756,7683
1803,Tokyo Drift (Deep House Cover),AnimeVibe,https://music.163.com/song?id=865592685,7679
1804,Love You Like A Love Song,Selena Gomez & The Scene,https://music.163.com/song?id=19192331,7674
1805,Flute (Album Version),Barcode Brothers,https://music.163.com/song?id=29498119,7671
1806,Daddy DJ - Crazy Frog Video Mix,Crazy Frog,https://music.163.com/song?id=17088588,7669
1807,Kundalini,Headhunterz / Skytech,https://music.163.com/song?id=410801514,7667
1808,Rodeo,Robbie Nova,https://music.163.com/song?id=28312036,7667
1809,The Final Countdown,Europe,https://music.163.com/song?id=17646724,7661
1810,Discover,Minnutes,https://music.163.com/song?id=21224495,7660
1811,Dollhouse,Melanie Martinez,https://music.163.com/song?id=28242260,7660
1812,They Don't Care About Us,Michael Jackson,https://music.163.com/song?id=1698421,7657
1813,Passionfruit,Drake,https://music.163.com/song?id=466343434,7649
1814,Up All Night,Charlie Puth,https://music.163.com/song?id=401250894,7642
1815,When I'm With You,Westlife,https://music.163.com/song?id=20707440,7639
1816,Fly,Ludovico Einaudi,https://music.163.com/song?id=1648614,7637
1817,Light My Body Up,David Guetta / Nicki Minaj / Lil Wayne,https://music.163.com/song?id=467692996,7632
1818,Koko Soko,Smile. DK,https://music.163.com/song?id=3416986,7632
1819,Let the Games Begin,AJR,https://music.163.com/song?id=36102468,7628
1820,Hit'em Up,Tupac,https://music.163.com/song?id=2113762,7626
1821,Watch Me (Whip / Nae Nae),Silento,https://music.163.com/song?id=31090993,7617
1822,Mama,Jonas Blue / William Singe,https://music.163.com/song?id=476323620,7613
1823,Landslide,Vicetone / Youngblood Hawke,https://music.163.com/song?id=427542418,7606
1824,Theme from Mission: Impossible,Danny Elfman,https://music.163.com/song?id=1224671,7606
1825,Christmas Lights,Coldplay,https://music.163.com/song?id=22425130,7600
1826,Oysters,Me'Shell Ndegéocello,https://music.163.com/song?id=3069853,7599
1827,Pitch Black,Mazde / LissA,https://music.163.com/song?id=35345482,7596
1828,Flight,Tristam / Braken,https://music.163.com/song?id=28174846,7595
1829,The Next Episode (Explicit),"Aiwa, Mr Tibbz / Admiral General Aladeen",https://music.163.com/song?id=1936565,7594
1830,Barbie Tingz,Nicki Minaj,https://music.163.com/song?id=551970345,7593
1831,Finesse (Remix),Bruno Mars / Cardi B,https://music.163.com/song?id=527979647,7587
1832,That's Not My Name,The Ting Tings,https://music.163.com/song?id=4330097,7577
1833,Turn All The Lights On,T-Pain / Ne-Yo,https://music.163.com/song?id=21792987,7570
1834,For You,Liam Payne / Rita Ora,https://music.163.com/song?id=528335230,7562
1835,Born for More,Jenna Davis,https://music.163.com/song?id=31108473,7557
1836,Hold Us Together,WILD,https://music.163.com/song?id=480517594,7549
1837,Gooey,Glass Animals,https://music.163.com/song?id=28267027,7546
1838,My Favorite Song,Skyler Stonestreet,https://music.163.com/song?id=3550532,7542
1839,SYRUP,Tea,https://music.163.com/song?id=399953133,7537
1840,All Time Low,Jon Bellion,https://music.163.com/song?id=34690628,7532
1841,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,Brian Hyland,https://music.163.com/song?id=31750709,7528
1842,Miami 82 (Kygo Remix),Kygo / Syn Cole,https://music.163.com/song?id=29422004,7526
1843,Scripts,Chelsea Cutler,https://music.163.com/song?id=510030877,7518
1844,Christmas Is All Around,Billy Mack,https://music.163.com/song?id=5051107,7517
1845,Sparks,Tom Adams,https://music.163.com/song?id=479938888,7510
1846,Kiiss,♰Yung Heart♰,https://music.163.com/song?id=449818524,7506
1847,Poison,Martin Garrix,https://music.163.com/song?id=36103134,7501
1848,MotorSport,Migos / Nicki Minaj / Cardi B,https://music.163.com/song?id=515627753,7487
1849,Maybe,Russ,https://music.163.com/song?id=507933257,7487
1850,Umbrella (Matte Remix),Matte / Ember Island,https://music.163.com/song?id=518904426,7486
1851,Codeine Crystals,cLouT CoHeN / LILG$TAR,https://music.163.com/song?id=459733615,7483
1852,Flashlight (Original Mix),Deorro / R3hab,https://music.163.com/song?id=28315888,7473
1853,Lazy Afternoon,Elyonbeats,https://music.163.com/song?id=29049489,7468
1854,She,Elvis Costello,https://music.163.com/song?id=5054921,7466
1855,Back In Black,AC/DC,https://music.163.com/song?id=3879508,7451
1856,Momentum,Don Diablo,https://music.163.com/song?id=491943301,7440
1857,Skies,Dogena / Axel Berg,https://music.163.com/song?id=30352322,7433
1858,Felt Like You (Nebbra Sourz Remix),Manotett,https://music.163.com/song?id=28774001,7430
1859,The Last of Us,Gustavo Santaolalla,https://music.163.com/song?id=26509685,7424
1860,Itsy Bitsy Teeny Weenie Yellow Polkadot Bikini,Brian Hyland,https://music.163.com/song?id=5136951,7422
1861,Don't You Worry Child,Swedish House Mafia,https://music.163.com/song?id=27918303,7418
1862,No Heroes (Original Mix),Firebeatz / KSHMR,https://music.163.com/song?id=28996325,7415
1863,No Grass Today,AJR,https://music.163.com/song?id=431096716,7411
1864,Free Fall,The Workday Release,https://music.163.com/song?id=31090069,7407
1865,It's So Easy,Linda Ronstadt,https://music.163.com/song?id=1377257,7400
1866,All In My Mind,Isaac Gracie,https://music.163.com/song?id=484051556,7389
1867,300 Violin Orchestra,Jorge Quintero,https://music.163.com/song?id=28391612,7381
1868,Echo (Original Mix),Polina / Pep & Rash,https://music.163.com/song?id=427542259,7380
1869,Shahmen - Mark (EMR3YGUL Remix),мавлан музыка,https://music.163.com/song?id=1296151327,7373
1870,Cymatics,John Stanford,https://music.163.com/song?id=29753366,7362
1871,Cut Your Teeth (Kygo Remix),Kygo / Kyla La Grange,https://music.163.com/song?id=29422005,7362
1872,Never On Sunday (Remastered),Julie London,https://music.163.com/song?id=2776347,7359
1873,Beautiful Mess,Kristian Kostov,https://music.163.com/song?id=469073083,7358
1874,Till The World Ends,Britney Spears,https://music.163.com/song?id=20515814,7357
1875,One Day (Original Mix),Antrux,https://music.163.com/song?id=30621635,7356
1876,Save You,Matthew Perryman Jones,https://music.163.com/song?id=1720034,7342
1877,Dream With You,Blvmenkind / Sam Darton,https://music.163.com/song?id=462523376,7338
1878,Blow Me a Kiss,Deep Side,https://music.163.com/song?id=2526628,7337
1879,Step Off,Kacey Musgraves,https://music.163.com/song?id=27571335,7335
1880,Painting Greys,Emmit Fenn,https://music.163.com/song?id=405599685,7332
1881,Wii Goin Shoppin BICH,SPACEGIRL GEMMY,https://music.163.com/song?id=462688468,7329
